datetime,PARAM_PV,PARAM_PL,Buy_rate,Sell_rate,Pnet,u1,s1,Pchg_1,Pchg_2,Pdchg_1,Pdchg_2,xchg_1,xchg_2,xdchg_1,xdchg_2,soc_1,soc_2
2023-03-17 04:15:00,0.3778125,2.735829569222219,2.6,2,0.0,0.0,0.0,0.0,0.0,1.1790085346110957,1.1790085346111232,0.0,0.0,1.0,1.0,43.91984820067115,43.91984820067115
2023-03-17 04:30:00,0.3778125,2.5956811316435764,2.6,2,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.1089343158217984,1.1089343158217781,0.0,0.0,1.0,1.0,43.652953229621666,43.65295322962166
2023-03-17 04:45:00,0.3778125,2.7167262751111108,2.6,2,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.169456887555556,1.1694568875555549,0.0,0.0,1.0,1.0,43.4019211264362,43.4019211264362
2023-03-17 05:00:00,0.3778125,2.637832342222218,2.6,2,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.1300099211110881,1.13000992111113,0.0,0.0,1.0,1.0,43.137188384488134,43.137188384488134
2023-03-17 05:15:00,0.3778125,2.590982460666666,2.6,2,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.106584980333345,1.1065849803333212,0.0,0.0,1.0,1.0,42.88138534631924,42.881385346319234
2023-03-17 05:30:00,0.3778125,2.693380782444449,2.6,2,0.0,0.0,0.0,0.0,0.0,1.1577841412222216,1.1577841412222274,0.0,0.0,1.0,1.0,42.63088506780575,42.63088506780575
2023-03-17 05:45:00,0.3778125,2.632703309814555,2.6,2,4.440892098500626e-16,0.0,0.0,0.0,0.0,1.1274454049072677,1.1274454049072877,0.0,0.0,1.0,1.0,42.36879471325629,42.36879471325629
2023-03-17 06:00:00,0.3778125,2.591745125945844,2.6,2,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.1069663129729403,1.1069663129729037,0.0,0.0,1.0,1.0,42.113572210730595,42.11357221073059
2023-03-17 06:15:00,0.3778125,2.672309757555562,2.6,2,0.0,0.0,0.0,0.0,0.0,1.1472486287777635,1.1472486287777985,0.0,0.0,1.0,1.0,41.86298560903893,41.86298560903893
2023-03-17 06:30:00,0.38188721907926815,2.536887993177242,2.6,2,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.0775003870489896,1.077500387048984,0.0,0.0,1.0,1.0,41.603280203543115,41.60328020354311
2023-03-17 06:45:00,0.315796415436075,2.478163446444445,2.6,2,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.0811835155042078,1.0811835155041623,0.0,0.0,1.0,1.0,41.359363873707466,41.35936387370746
2023-03-17 07:00:00,0.4990296740023369,2.595492822364696,2.6,2,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.0482315741811914,1.048231574181168,0.0,0.0,1.0,1.0,41.114613785308094,41.114613785308094
